history:SM/DEWPOINT_Total

Timestamp,Trend Flags,Status,Value (psi)
14-Jan-26 7:45:00 AM ICT,{ },{ok},0.8750
14-Jan-26 8:00:00 AM ICT,{ },{ok},1.1250
14-Jan-26 8:15:00 AM ICT,{ },{ok},1.1250
14-Jan-26 8:30:00 AM ICT,{ },{ok},2.3750
14-Jan-26 8:45:00 AM ICT,{ },{ok},2.3750
14-Jan-26 9:00:00 AM ICT,{ },{ok},3.2500
14-Jan-26 9:15:00 AM ICT,{ },{ok},3.2500
14-Jan-26 9:30:00 AM ICT,{ },{ok},2.3750
14-Jan-26 9:45:00 AM ICT,{ },{ok},1.8750
14-Jan-26 10:00:00 AM ICT,{ },{ok},2.0000
14-Jan-26 10:15:00 AM ICT,{ },{ok},2.0000
14-Jan-26 10:30:00 AM ICT,{ },{ok},3.0000
14-Jan-26 10:45:00 AM ICT,{ },{ok},2.1250
14-Jan-26 11:00:00 AM ICT,{ },{ok},2.1250
14-Jan-26 11:15:00 AM ICT,{ },{ok},3.2500
14-Jan-26 11:30:00 AM ICT,{ },{ok},2.6250
14-Jan-26 11:45:00 AM ICT,{ },{ok},2.7500
14-Jan-26 12:00:00 PM ICT,{ },{ok},5.1250
14-Jan-26 12:15:00 PM ICT,{ },{ok},4.8750
14-Jan-26 12:30:00 PM ICT,{ },{ok},4.5000
14-Jan-26 12:45:00 PM ICT,{ },{ok},4.6250
14-Jan-26 1:00:00 PM ICT,{ },{ok},3.7500
14-Jan-26 1:15:00 PM ICT,{ },{ok},4.7500
14-Jan-26 1:30:00 PM ICT,{ },{ok},3.3750
14-Jan-26 1:45:00 PM ICT,{ },{ok},3.5000
14-Jan-26 2:00:00 PM ICT,{ },{ok},3.5000
14-Jan-26 2:15:00 PM ICT,{ },{ok},4.1250
14-Jan-26 2:30:00 PM ICT,{ },{ok},5.0000
14-Jan-26 2:45:00 PM ICT,{ },{ok},3.6250
14-Jan-26 3:00:00 PM ICT,{ },{ok},3.5000
14-Jan-26 3:15:01 PM ICT,{ },{ok},3.8750
14-Jan-26 3:30:00 PM ICT,{ },{ok},3.2500
14-Jan-26 3:45:01 PM ICT,{ },{ok},3.6250
14-Jan-26 4:00:00 PM ICT,{ },{ok},2.8750
14-Jan-26 4:15:00 PM ICT,{ },{ok},1.5000
14-Jan-26 4:30:00 PM ICT,{ },{ok},1.5000
14-Jan-26 4:45:01 PM ICT,{ },{ok},1.7500
14-Jan-26 5:00:01 PM ICT,{ },{ok},1.1250
14-Jan-26 5:15:00 PM ICT,{ },{ok},1.1250
14-Jan-26 5:30:00 PM ICT,{ },{ok},1.1250
14-Jan-26 5:45:00 PM ICT,{ },{ok},1.1250
14-Jan-26 6:00:00 PM ICT,{ },{ok},1.1250
14-Jan-26 6:15:00 PM ICT,{ },{ok},1.2500
14-Jan-26 6:30:00 PM ICT,{ },{ok},1.2500
14-Jan-26 6:45:00 PM ICT,{ },{ok},1.2500
14-Jan-26 7:00:00 PM ICT,{ },{ok},1.2500
14-Jan-26 7:15:00 PM ICT,{ },{ok},1.2500
14-Jan-26 7:30:01 PM ICT,{ },{ok},1.2500
14-Jan-26 7:45:00 PM ICT,{ },{ok},1.2500
14-Jan-26 8:00:00 PM ICT,{ },{ok},1.2500
14-Jan-26 8:15:00 PM ICT,{ },{ok},1.3750
14-Jan-26 8:30:00 PM ICT,{ },{ok},1.5000
14-Jan-26 8:45:00 PM ICT,{ },{ok},1.5000
14-Jan-26 9:00:00 PM ICT,{ },{ok},1.6250
14-Jan-26 9:15:00 PM ICT,{ },{ok},1.0000
14-Jan-26 9:30:01 PM ICT,{ },{ok},1.1250
14-Jan-26 9:45:00 PM ICT,{ },{ok},1.3750
14-Jan-26 10:00:00 PM ICT,{ },{ok},1.3750
14-Jan-26 10:15:00 PM ICT,{ },{ok},1.2500
14-Jan-26 10:30:00 PM ICT,{ },{ok},1.2500
14-Jan-26 10:45:00 PM ICT,{ },{ok},1.1250
14-Jan-26 11:00:00 PM ICT,{ },{ok},1.1250
14-Jan-26 11:15:00 PM ICT,{ },{ok},1.0000
14-Jan-26 11:30:00 PM ICT,{ },{ok},1.1250
14-Jan-26 11:45:01 PM ICT,{ },{ok},1.1250
15-Jan-26 12:00:00 AM ICT,{ },{ok},1.1250
15-Jan-26 12:15:00 AM ICT,{ },{ok},1.1250
15-Jan-26 12:30:00 AM ICT,{ },{ok},1.0000
15-Jan-26 12:45:00 AM ICT,{ },{ok},1.0000
15-Jan-26 1:00:00 AM ICT,{ },{ok},0.8750
15-Jan-26 1:15:00 AM ICT,{ },{ok},0.8750
15-Jan-26 1:30:01 AM ICT,{ },{ok},0.8750
15-Jan-26 1:45:00 AM ICT,{ },{ok},0.7500
15-Jan-26 2:00:00 AM ICT,{ },{ok},0.8750
15-Jan-26 2:15:00 AM ICT,{ },{ok},0.8750
15-Jan-26 2:30:00 AM ICT,{ },{ok},0.8750
15-Jan-26 2:45:00 AM ICT,{ },{ok},0.6250
15-Jan-26 3:00:00 AM ICT,{ },{ok},0.7500
15-Jan-26 3:15:00 AM ICT,{ },{ok},0.7500
15-Jan-26 3:30:00 AM ICT,{ },{ok},0.6250
15-Jan-26 3:45:00 AM ICT,{ },{ok},0.7500
15-Jan-26 4:00:00 AM ICT,{ },{ok},0.7500
15-Jan-26 4:15:00 AM ICT,{ },{ok},0.5000
15-Jan-26 4:30:00 AM ICT,{ },{ok},0.5000
15-Jan-26 4:45:00 AM ICT,{ },{ok},0.5000
15-Jan-26 5:00:00 AM ICT,{ },{ok},0.3750
15-Jan-26 5:15:00 AM ICT,{ },{ok},0.3750
15-Jan-26 5:30:01 AM ICT,{ },{ok},0.3750
15-Jan-26 5:45:00 AM ICT,{ },{ok},0.3750
15-Jan-26 6:00:00 AM ICT,{ },{ok},0.3750
15-Jan-26 6:15:00 AM ICT,{ },{ok},0.3750
15-Jan-26 6:30:00 AM ICT,{ },{ok},0.3750
15-Jan-26 6:45:00 AM ICT,{ },{ok},0.3750
15-Jan-26 7:00:00 AM ICT,{ },{ok},0.2500
15-Jan-26 7:15:00 AM ICT,{ },{ok},0.2500
15-Jan-26 7:30:01 AM ICT,{ },{ok},0.2500
15-Jan-26 7:45:00 AM ICT,{ },{ok},0.2500
15-Jan-26 8:00:00 AM ICT,{ },{ok},0.2500
15-Jan-26 8:15:00 AM ICT,{ },{ok},0.2500
15-Jan-26 8:30:00 AM ICT,{ },{ok},0.3750
15-Jan-26 8:45:00 AM ICT,{ },{ok},0.3750
15-Jan-26 9:00:00 AM ICT,{ },{ok},0.3750
15-Jan-26 9:15:00 AM ICT,{ },{ok},0.3750
15-Jan-26 9:30:00 AM ICT,{ },{ok},0.3750
15-Jan-26 9:45:00 AM ICT,{ },{ok},0.3750
15-Jan-26 10:00:00 AM ICT,{ },{ok},0.3750
15-Jan-26 10:15:00 AM ICT,{ },{ok},0.3750
15-Jan-26 10:30:00 AM ICT,{ },{ok},0.3750
15-Jan-26 10:45:01 AM ICT,{ },{ok},0.3750
15-Jan-26 11:00:00 AM ICT,{ },{ok},0.3750
15-Jan-26 11:15:01 AM ICT,{ },{ok},0.3750
15-Jan-26 11:30:00 AM ICT,{ },{ok},0.3750
15-Jan-26 11:45:00 AM ICT,{ },{ok},0.3750
15-Jan-26 12:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 12:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 12:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 12:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 1:00:01 PM ICT,{ },{ok},0.3750
15-Jan-26 1:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 1:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 1:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 2:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 2:15:01 PM ICT,{ },{ok},0.3750
15-Jan-26 2:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 2:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 3:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 3:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 3:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 3:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 4:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 4:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 4:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 4:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 5:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 5:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 5:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 5:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 6:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 6:15:01 PM ICT,{ },{ok},0.3750
15-Jan-26 6:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 6:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 7:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 7:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 7:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 7:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 8:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 8:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 8:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 8:45:01 PM ICT,{ },{ok},0.3750
15-Jan-26 9:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 9:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 9:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 9:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 10:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 10:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 10:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 10:45:00 PM ICT,{ },{ok},0.3750
15-Jan-26 11:00:00 PM ICT,{ },{ok},0.3750
15-Jan-26 11:15:00 PM ICT,{ },{ok},0.3750
15-Jan-26 11:30:00 PM ICT,{ },{ok},0.3750
15-Jan-26 11:45:01 PM ICT,{ },{ok},0.3750
16-Jan-26 12:00:00 AM ICT,{ },{ok},0.3750
16-Jan-26 12:15:00 AM ICT,{ },{ok},0.3750
16-Jan-26 12:30:00 AM ICT,{ },{ok},0.3750
16-Jan-26 12:45:00 AM ICT,{ },{ok},0.3750
16-Jan-26 1:00:00 AM ICT,{ },{ok},0.3750
16-Jan-26 1:15:00 AM ICT,{ },{ok},0.3750
16-Jan-26 1:30:00 AM ICT,{ },{ok},0.3750
16-Jan-26 1:45:00 AM ICT,{ },{ok},0.3750
16-Jan-26 2:00:00 AM ICT,{ },{ok},0.3750
16-Jan-26 2:15:00 AM ICT,{ },{ok},0.3750
16-Jan-26 2:30:00 AM ICT,{ },{ok},0.3750
16-Jan-26 2:45:00 AM ICT,{ },{ok},0.3750
16-Jan-26 3:00:00 AM ICT,{ },{ok},0.3750
16-Jan-26 3:15:00 AM ICT,{ },{ok},0.3750
16-Jan-26 3:30:00 AM ICT,{ },{ok},0.3750
16-Jan-26 3:45:00 AM ICT,{ },{ok},0.3750
16-Jan-26 4:00:00 AM ICT,{ },{ok},0.3750
16-Jan-26 4:15:00 AM ICT,{ },{ok},0.3750
16-Jan-26 4:30:01 AM ICT,{ },{ok},0.3750
16-Jan-26 4:45:00 AM ICT,{ },{ok},0.3750
16-Jan-26 5:00:00 AM ICT,{ },{ok},0.3750
16-Jan-26 5:15:00 AM ICT,{ },{ok},0.3750
16-Jan-26 5:30:00 AM ICT,{ },{ok},0.3750
16-Jan-26 5:45:01 AM ICT,{ },{ok},0.3750
16-Jan-26 6:00:00 AM ICT,{ },{ok},0.3750
16-Jan-26 6:15:00 AM ICT,{ },{ok},0.3750
16-Jan-26 6:30:00 AM ICT,{ },{ok},0.3750
16-Jan-26 6:45:00 AM ICT,{ },{ok},0.3750
16-Jan-26 7:00:01 AM ICT,{ },{ok},0.3750
16-Jan-26 7:15:00 AM ICT,{ },{ok},0.3750
16-Jan-26 7:30:00 AM ICT,{ },{ok},0.3750
16-Jan-26 7:45:00 AM ICT,{ },{ok},0.3750
16-Jan-26 8:00:00 AM ICT,{ },{ok},0.3750
16-Jan-26 8:15:00 AM ICT,{ },{ok},0.5000
16-Jan-26 8:30:00 AM ICT,{ },{ok},0.6250
16-Jan-26 8:45:00 AM ICT,{ },{ok},0.6250
16-Jan-26 9:00:00 AM ICT,{ },{ok},2.0000
16-Jan-26 9:15:00 AM ICT,{ },{ok},1.5000
16-Jan-26 9:30:00 AM ICT,{ },{ok},1.6250
16-Jan-26 9:45:00 AM ICT,{ },{ok},2.5000
16-Jan-26 10:00:00 AM ICT,{ },{ok},2.3750
16-Jan-26 10:15:00 AM ICT,{ },{ok},2.1250
16-Jan-26 10:30:00 AM ICT,{ },{ok},2.5000
16-Jan-26 10:45:00 AM ICT,{ },{ok},3.6250
16-Jan-26 11:00:00 AM ICT,{ },{ok},4.1250
16-Jan-26 11:15:01 AM ICT,{ },{ok},3.2500
16-Jan-26 11:30:00 AM ICT,{ },{ok},3.5000
16-Jan-26 11:45:00 AM ICT,{ },{ok},2.6250
16-Jan-26 12:00:00 PM ICT,{ },{ok},3.5000
16-Jan-26 12:15:00 PM ICT,{ },{ok},3.5000
16-Jan-26 12:30:00 PM ICT,{ },{ok},3.1250
16-Jan-26 12:45:00 PM ICT,{ },{ok},3.3750
16-Jan-26 1:00:00 PM ICT,{ },{ok},2.2500
16-Jan-26 1:15:00 PM ICT,{ },{ok},4.2500
16-Jan-26 1:30:00 PM ICT,{ },{ok},4.5000
16-Jan-26 1:45:01 PM ICT,{ },{ok},4.0000
16-Jan-26 2:00:01 PM ICT,{ },{ok},4.8750
16-Jan-26 2:15:00 PM ICT,{ },{ok},4.1250
16-Jan-26 2:30:00 PM ICT,{ },{ok},4.0000
16-Jan-26 2:45:00 PM ICT,{ },{ok},4.2500
16-Jan-26 3:00:01 PM ICT,{ },{ok},4.5000
16-Jan-26 3:15:00 PM ICT,{ },{ok},3.3750
16-Jan-26 3:30:00 PM ICT,{ },{ok},3.7500
16-Jan-26 3:45:00 PM ICT,{ },{ok},4.0000
16-Jan-26 4:00:00 PM ICT,{ },{ok},4.5000
16-Jan-26 4:15:00 PM ICT,{ },{ok},3.0000
16-Jan-26 4:30:00 PM ICT,{ },{ok},2.7500
16-Jan-26 4:45:00 PM ICT,{ },{ok},3.6250
16-Jan-26 5:00:00 PM ICT,{ },{ok},2.5000
16-Jan-26 5:15:00 PM ICT,{ },{ok},2.2500
16-Jan-26 5:30:00 PM ICT,{ },{ok},2.2500
16-Jan-26 5:45:01 PM ICT,{ },{ok},2.5000
16-Jan-26 6:00:00 PM ICT,{ },{ok},2.8750
16-Jan-26 6:15:00 PM ICT,{ },{ok},3.1250
16-Jan-26 6:30:00 PM ICT,{ },{ok},2.8750
16-Jan-26 6:45:01 PM ICT,{ },"{fault,down}",2.8750
17-Jan-26 3:30:00 PM ICT,{start},{ok},6.1250
17-Jan-26 3:45:00 PM ICT,{ },{ok},6.6250
17-Jan-26 4:00:00 PM ICT,{ },{ok},6.2500
17-Jan-26 4:15:00 PM ICT,{ },{ok},5.5000
17-Jan-26 4:30:00 PM ICT,{ },{ok},5.7500
17-Jan-26 4:45:00 PM ICT,{ },{ok},3.7500
17-Jan-26 5:00:00 PM ICT,{ },{ok},4.3750
17-Jan-26 5:15:00 PM ICT,{ },{ok},3.6250
17-Jan-26 5:30:00 PM ICT,{ },{ok},3.3750
17-Jan-26 5:45:00 PM ICT,{ },{ok},5.1250
17-Jan-26 6:00:01 PM ICT,{ },{ok},3.3750
17-Jan-26 6:15:00 PM ICT,{ },{ok},3.6250
17-Jan-26 6:30:00 PM ICT,{ },{ok},3.2500
17-Jan-26 6:45:00 PM ICT,{ },{ok},3.6250
17-Jan-26 7:00:00 PM ICT,{ },{ok},3.1250
17-Jan-26 7:15:00 PM ICT,{ },{ok},3.0000
17-Jan-26 7:30:00 PM ICT,{ },{ok},5.2500
17-Jan-26 7:45:01 PM ICT,{ },{ok},4.3750
17-Jan-26 8:00:00 PM ICT,{ },{ok},4.5000
17-Jan-26 8:15:00 PM ICT,{ },{ok},4.3750
17-Jan-26 8:30:00 PM ICT,{ },{ok},3.2500
17-Jan-26 8:45:00 PM ICT,{ },{ok},3.6250
17-Jan-26 9:00:00 PM ICT,{ },{ok},3.6250
17-Jan-26 9:15:00 PM ICT,{ },{ok},3.2500
17-Jan-26 9:30:00 PM ICT,{ },{ok},3.1250
17-Jan-26 9:45:00 PM ICT,{ },{ok},3.3750
17-Jan-26 10:00:00 PM ICT,{ },{ok},4.3750
17-Jan-26 10:15:00 PM ICT,{ },{ok},5.8750
17-Jan-26 10:30:00 PM ICT,{ },{ok},6.2500
17-Jan-26 10:45:00 PM ICT,{ },{ok},5.5000
17-Jan-26 11:00:00 PM ICT,{ },{ok},4.0000
17-Jan-26 11:15:00 PM ICT,{ },{ok},3.2500
17-Jan-26 11:30:00 PM ICT,{ },{ok},2.8750
17-Jan-26 11:45:00 PM ICT,{ },{ok},2.6250
18-Jan-26 12:00:00 AM ICT,{ },{ok},2.7500
18-Jan-26 12:15:00 AM ICT,{ },{ok},4.3750
18-Jan-26 12:30:00 AM ICT,{ },{ok},4.3750
18-Jan-26 12:45:00 AM ICT,{ },{ok},4.3750
18-Jan-26 1:00:00 AM ICT,{ },{ok},4.6250
18-Jan-26 1:15:00 AM ICT,{ },{ok},4.7500
18-Jan-26 1:30:00 AM ICT,{ },{ok},4.6250
18-Jan-26 1:45:01 AM ICT,{ },{ok},5.0000
18-Jan-26 2:00:00 AM ICT,{ },{ok},5.0000
18-Jan-26 2:15:00 AM ICT,{ },{ok},5.1250
18-Jan-26 2:30:00 AM ICT,{ },{ok},5.0000
18-Jan-26 2:45:00 AM ICT,{ },{ok},4.8750
18-Jan-26 3:00:00 AM ICT,{ },{ok},4.8750
18-Jan-26 3:15:00 AM ICT,{ },{ok},5.0000
18-Jan-26 3:30:00 AM ICT,{ },{ok},5.1250
18-Jan-26 3:45:00 AM ICT,{ },{ok},4.8750
18-Jan-26 4:00:00 AM ICT,{ },{ok},4.8750
18-Jan-26 4:15:00 AM ICT,{ },{ok},5.1250
18-Jan-26 4:30:00 AM ICT,{ },{ok},5.0000
18-Jan-26 4:45:00 AM ICT,{ },{ok},5.0000
18-Jan-26 5:00:00 AM ICT,{ },{ok},5.0000
18-Jan-26 5:15:00 AM ICT,{ },{ok},5.5000
18-Jan-26 5:30:00 AM ICT,{ },{ok},6.8750
18-Jan-26 5:45:00 AM ICT,{ },{ok},5.3750
18-Jan-26 6:00:00 AM ICT,{ },{ok},4.5000
18-Jan-26 6:15:00 AM ICT,{ },{ok},5.0000
18-Jan-26 6:30:00 AM ICT,{ },{ok},5.5000
18-Jan-26 6:45:00 AM ICT,{ },{ok},6.1250
18-Jan-26 7:00:00 AM ICT,{ },{ok},8.3750
18-Jan-26 7:15:00 AM ICT,{ },{ok},5.6250
18-Jan-26 7:30:00 AM ICT,{ },{ok},4.8750
18-Jan-26 7:45:00 AM ICT,{ },{ok},6.3750
18-Jan-26 8:00:00 AM ICT,{ },{ok},5.6250
18-Jan-26 8:15:00 AM ICT,{ },{ok},5.2500
18-Jan-26 8:30:00 AM ICT,{ },{ok},5.7500
18-Jan-26 8:45:01 AM ICT,{ },{ok},6.2500
18-Jan-26 9:00:00 AM ICT,{ },{ok},5.2500
18-Jan-26 9:15:00 AM ICT,{ },{ok},5.1250
18-Jan-26 9:30:00 AM ICT,{ },{ok},6.0000
18-Jan-26 9:45:00 AM ICT,{ },{ok},6.6250
18-Jan-26 10:00:00 AM ICT,{ },{ok},5.7500
18-Jan-26 10:15:00 AM ICT,{ },{ok},6.5000
18-Jan-26 10:30:00 AM ICT,{ },{ok},2.5000
18-Jan-26 10:45:00 AM ICT,{ },{ok},2.3750
18-Jan-26 11:00:00 AM ICT,{ },{ok},2.0000
18-Jan-26 11:15:00 AM ICT,{ },{ok},2.7500
18-Jan-26 11:30:00 AM ICT,{ },"{fault,down}",2.8750
18-Jan-26 11:45:00 AM ICT,{ },"{fault,down}",2.8750
18-Jan-26 12:00:00 PM ICT,{ },"{fault,down}",2.8750
18-Jan-26 12:15:00 PM ICT,{ },"{fault,down}",2.8750
18-Jan-26 12:30:00 PM ICT,{ },{ok},3.0000
18-Jan-26 12:45:00 PM ICT,{ },{ok},3.0000
18-Jan-26 1:00:00 PM ICT,{ },{ok},2.6250
18-Jan-26 1:15:00 PM ICT,{ },{ok},2.6250
18-Jan-26 1:30:01 PM ICT,{ },{ok},2.6250
18-Jan-26 1:45:00 PM ICT,{ },{ok},2.3750
18-Jan-26 2:00:00 PM ICT,{ },{ok},2.3750
18-Jan-26 2:15:00 PM ICT,{ },{ok},2.8750
18-Jan-26 2:30:01 PM ICT,{ },{ok},2.6250
18-Jan-26 2:45:00 PM ICT,{ },{ok},3.1250
18-Jan-26 3:00:00 PM ICT,{ },{ok},2.6250
18-Jan-26 3:15:00 PM ICT,{ },{ok},2.2500
18-Jan-26 3:30:00 PM ICT,{ },{ok},2.7500
18-Jan-26 3:45:00 PM ICT,{ },{ok},2.8750
18-Jan-26 4:00:01 PM ICT,{ },{ok},2.8750
18-Jan-26 4:15:00 PM ICT,{ },{ok},3.0000
18-Jan-26 4:30:00 PM ICT,{ },{ok},3.2500
18-Jan-26 4:45:00 PM ICT,{ },{ok},2.1250
18-Jan-26 5:00:00 PM ICT,{ },{ok},1.7500
18-Jan-26 5:15:01 PM ICT,{ },{ok},1.6250
18-Jan-26 5:30:00 PM ICT,{ },{ok},2.8750
18-Jan-26 5:45:00 PM ICT,{ },{ok},2.8750
18-Jan-26 6:00:00 PM ICT,{ },{ok},2.7500
18-Jan-26 6:15:00 PM ICT,{ },{ok},2.8750
18-Jan-26 6:30:00 PM ICT,{ },{ok},3.3750
18-Jan-26 6:45:00 PM ICT,{ },{ok},3.3750
18-Jan-26 7:00:00 PM ICT,{ },{ok},3.1250
18-Jan-26 7:15:00 PM ICT,{ },{ok},3.1250
18-Jan-26 7:30:00 PM ICT,{ },{ok},3.2500
18-Jan-26 7:45:00 PM ICT,{ },{ok},3.2500
18-Jan-26 8:00:00 PM ICT,{ },{ok},3.2500
18-Jan-26 8:15:00 PM ICT,{ },{ok},3.3750
18-Jan-26 8:30:00 PM ICT,{ },{ok},2.8750
18-Jan-26 8:45:00 PM ICT,{ },{ok},2.5000
18-Jan-26 9:00:01 PM ICT,{ },{ok},2.5000
18-Jan-26 9:15:00 PM ICT,{ },{ok},2.5000
18-Jan-26 9:30:00 PM ICT,{ },{ok},2.6250
18-Jan-26 9:45:00 PM ICT,{ },{ok},2.8750
18-Jan-26 10:00:00 PM ICT,{ },{ok},3.3750
18-Jan-26 10:15:00 PM ICT,{ },{ok},2.8750
18-Jan-26 10:30:00 PM ICT,{ },{ok},3.2500
18-Jan-26 10:45:00 PM ICT,{ },{ok},3.6250
18-Jan-26 11:00:01 PM ICT,{ },{ok},2.8750
18-Jan-26 11:15:00 PM ICT,{ },{ok},3.2500
18-Jan-26 11:30:00 PM ICT,{ },{ok},2.7500
18-Jan-26 11:45:01 PM ICT,{ },{ok},2.7500
19-Jan-26 12:00:00 AM ICT,{ },{ok},2.7500
19-Jan-26 12:15:00 AM ICT,{ },{ok},3.1250
19-Jan-26 12:30:00 AM ICT,{ },{ok},2.8750
19-Jan-26 12:45:00 AM ICT,{ },{ok},2.7500
19-Jan-26 1:00:00 AM ICT,{ },{ok},5.2500
19-Jan-26 1:15:00 AM ICT,{ },{ok},1.8750
19-Jan-26 1:30:01 AM ICT,{ },{ok},2.0000
19-Jan-26 1:45:00 AM ICT,{ },{ok},2.1250
19-Jan-26 2:00:00 AM ICT,{ },{ok},2.1250
19-Jan-26 2:15:00 AM ICT,{ },{ok},2.3750
19-Jan-26 2:30:00 AM ICT,{ },{ok},2.3750
19-Jan-26 2:45:00 AM ICT,{ },{ok},2.3750
19-Jan-26 3:00:00 AM ICT,{ },{ok},2.6250
19-Jan-26 3:15:00 AM ICT,{ },{ok},2.5000
19-Jan-26 3:30:01 AM ICT,{ },{ok},2.5000
19-Jan-26 3:45:00 AM ICT,{ },{ok},2.5000
19-Jan-26 4:00:00 AM ICT,{ },{ok},2.6250
19-Jan-26 4:15:00 AM ICT,{ },{ok},2.7500
19-Jan-26 4:30:00 AM ICT,{ },{ok},3.8750
19-Jan-26 4:45:01 AM ICT,{ },{ok},3.0000
19-Jan-26 5:00:00 AM ICT,{ },{ok},2.7500
19-Jan-26 5:15:00 AM ICT,{ },{ok},2.7500
19-Jan-26 5:30:00 AM ICT,{ },{ok},2.7500
19-Jan-26 5:45:00 AM ICT,{ },{ok},2.7500
19-Jan-26 6:00:00 AM ICT,{ },{ok},2.7500
19-Jan-26 6:15:00 AM ICT,{ },{ok},2.7500
19-Jan-26 6:30:00 AM ICT,{ },{ok},3.1250
19-Jan-26 6:45:00 AM ICT,{ },{ok},3.0000
19-Jan-26 7:00:00 AM ICT,{ },{ok},3.2500
19-Jan-26 7:15:00 AM ICT,{ },{ok},3.3750
19-Jan-26 7:30:00 AM ICT,{ },{ok},3.7500
19-Jan-26 7:45:00 AM ICT,{ },{ok},3.0000
19-Jan-26 8:00:01 AM ICT,{ },{ok},3.2500
19-Jan-26 8:15:00 AM ICT,{ },{ok},3.3750
19-Jan-26 8:30:00 AM ICT,{ },{ok},3.2500
19-Jan-26 8:45:00 AM ICT,{ },{ok},3.0000
19-Jan-26 9:00:01 AM ICT,{ },{ok},3.0000
19-Jan-26 9:15:00 AM ICT,{ },{ok},3.7500
19-Jan-26 9:30:01 AM ICT,{ },{ok},3.8750
19-Jan-26 9:45:00 AM ICT,{ },{ok},3.5000
19-Jan-26 10:00:00 AM ICT,{ },{ok},3.3750
19-Jan-26 10:15:00 AM ICT,{ },{ok},3.8750
19-Jan-26 10:30:00 AM ICT,{ },{ok},4.3750
19-Jan-26 10:45:00 AM ICT,{ },{ok},4.0000
19-Jan-26 11:00:00 AM ICT,{ },{ok},4.0000
19-Jan-26 11:15:00 AM ICT,{ },{ok},3.8750
19-Jan-26 11:30:00 AM ICT,{ },{ok},3.5000
19-Jan-26 11:45:00 AM ICT,{ },{ok},3.2500
19-Jan-26 12:00:00 PM ICT,{ },{ok},3.5000
19-Jan-26 12:15:00 PM ICT,{ },{ok},3.3750
19-Jan-26 12:30:00 PM ICT,{ },{ok},3.8750
19-Jan-26 12:45:00 PM ICT,{ },{ok},5.0000
19-Jan-26 1:00:00 PM ICT,{ },{ok},4.6250
19-Jan-26 1:15:00 PM ICT,{ },{ok},4.1250
19-Jan-26 1:30:00 PM ICT,{ },{ok},4.0000
19-Jan-26 1:45:00 PM ICT,{ },{ok},4.1250
19-Jan-26 2:00:00 PM ICT,{ },{ok},4.1250
19-Jan-26 2:15:00 PM ICT,{ },{ok},4.6250
19-Jan-26 2:30:01 PM ICT,{ },{ok},4.1250
19-Jan-26 3:00:00 PM ICT,{start},{ok},4.0000
19-Jan-26 3:15:00 PM ICT,{ },{ok},4.1250
19-Jan-26 3:30:00 PM ICT,{ },{ok},4.6250
19-Jan-26 3:45:00 PM ICT,{ },{ok},4.3750
19-Jan-26 4:00:00 PM ICT,{ },{ok},3.7500
19-Jan-26 4:15:00 PM ICT,{ },{ok},4.2500
19-Jan-26 4:30:00 PM ICT,{ },{ok},4.1250
19-Jan-26 4:45:00 PM ICT,{ },{ok},3.7500
19-Jan-26 5:00:00 PM ICT,{ },{ok},4.1250
